serial_number,stock_code,stock_abbr,net_cash_flow,net_cash_flow_yoy_growth,operating_cf_net_amount,operating_cf_ratio_of_net_cf,operating_cf_cash_from_sales,investing_cf_net_amount,investing_cf_ratio_of_net_cf,investing_cf_cash_for_investments,investing_cf_cash_from_investment_recovery,financing_cf_cash_from_borrowing,financing_cf_cash_for_debt_repayment,financing_cf_net_amount,financing_cf_ratio_of_net_cf,report_period,report_year
1231,002219,新里程,-23498.996728000002,-784.9329487013161,18233.284856000002,-77.59175877612813,264047.336946,-24812.907099,105.59134666985344,300.0,0.0,69690.0,76565.641949,-16919.37395,72.00040982958173,2024Q3,2024
1233,002219,新里程,-10773.866745000001,-214.72941289218727,14458.589924000002,-134.20056388492114,166726.998953,-16828.162996,156.19427448190513,0.0,20.391547,60980.0,60117.855016999994,-8404.294329999999,78.00629550110514,2024H1,2024
1235,002219,新里程,-16153.394513,,43850.58531,-271.4635940743584,406100.362257,-49030.791681,303.5324348794972,17291.585205,16020.391547,75471.0,142600.932494,-10973.190040000001,67.9311709447135,2024FY,2024
1237,002219,新里程,-5335.961586,43.95585909755059,-3799.4893159999997,71.20533487288864,71610.067697,-28123.201853,527.05030573659,0.0,0.0,69294.643847,51037.365943000004,26586.729941,-498.2556473186724,2025Q1,2025
1240,002219,新里程,-15568.565762,36.073954761085986,15095.606708000001,-96.96208975682009,225946.87516999998,-37780.981018,242.6747691185299,300.0,0.0,93815.810626,85637.06001799999,7116.809879,-45.71268791098806,2025Q3,2025
1242,002219,新里程,-830.031126,92.64776711269937,14160.656068,-1706.0391621988406,156671.480526,-32303.411945999997,3891.8313945253176,0.0,16000.052192,85054.14350399999,71772.356998,17312.726198,-2085.7924065368125,2025H1,2025
1243,002275,桂林三金,-22604.229141,-280.98702110635395,68484.792106,-302.97335812164863,214588.083628,-8024.259588,35.49893047865737,70235.632573,64488.5,15970.0,29560.281547000002,-68278.14957899999,302.05918172699694,2022FY,2022
1245,002275,桂林三金,9953.412336,-5.229545537538113,5423.848687,54.492354017955755,57093.259075,-6873.9822890000005,-69.06156458662763,1855.96015,1450.0,14389.053931,2733.852121,11597.585788,116.5186912437383,2023Q1,2023
1248,002275,桂林三金,-2140.61609,93.65759092626307,23044.314167,-1076.5271864792905,176955.23604400002,-7866.0723,367.46768076474655,28812.32977,23602.760050999997,10420.980487,7487.901188,-17465.3662,815.9037148973314,2023Q3,2023
1250,002275,桂林三金,3763.32407,122.1934098200864,36233.461957,962.8047248399737,134106.78067,647.437152,17.203863923417043,12606.434443,14645.109327000002,7416.81382,2899.607382,-16041.781153,-426.2662703135209,2023H1,2023
1251,002275,桂林三金,9432.021343999999,141.7267993753081,69241.820125,734.1143281980259,243585.270142,-9422.235926000001,-99.89625322459409,98657.39075,65265.394352999996,41070.0,33358.711053,-36156.797124000004,-383.34091713013845,2023FY,2023
1253,002275,桂林三金,-19279.834164,-293.7007481772631,2505.397139,-12.994910213896796,50561.47457,-11640.728255,60.37774057588102,14135.771609000001,9823.313197,5720.0,14282.440128,-10154.333773999999,52.66815931933967,2024Q1,2024
1256,002275,桂林三金,11622.459455,642.9492709736663,23379.472521,201.15770342345326,174641.697378,7858.386022,67.61379596484038,34800.252117,38037.445123000005,20000.0,19698.361736000003,-19554.506729,-168.24757965137596,2024Q3,2024
1257,002275,桂林三金,11063.258673,193.97571049468507,24970.833434,225.70956869101852,123188.171788,12822.795269,115.90432482876105,19358.342104,29639.459110000003,10720.0,12923.634691,-22111.516531999998,-199.8644087204016,2024H1,2024
1259,002275,桂林三金,3167.712764,-66.41533507539103,58833.15265599999,1857.2754867366502,242549.418165,-34940.766898,-1103.0282573309732,136568.475806,108390.588362,47670.0,37940.753623000004,-20830.908359,-657.600922524805,2024FY,2024
1261,002275,桂林三金,60103.374708,411.7421768089022,4569.09288,7.602057126073214,48557.761164999996,48945.039674,81.43476121231046,9350.0,29550.0,16794.058424000003,9696.99949,6594.740245,10.972329385894222,2025Q1,2025
1263,002275,桂林三金,11679.546257,0.49117660699122484,43164.518897,369.57359427494754,174841.234333,-13522.590707,-115.78010317734211,76365.681187,75853.414131,27187.782033999996,22890.411985,-17966.02001,-153.82464022720296,2025Q3,2025
1265,002275,桂林三金,8782.563935,-20.615035817304534,35283.176347,401.74118410217983,122163.368877,-6602.288478,-75.17495490910993,3820.071061,51745.817221,21278.958424,15806.292313999998,-16282.594916999999,-185.39682759508426,2025H1,2025
1267,002107,沃华医药,-4966.834235,69.4626137030127,18525.873205,-372.99157427990946,110251.15976600001,-560.3850620000001,11.282540054409527,0.0,0.0,27.74,18883.536837,-22932.322378,461.7090342255,2022FY,2022
1270,002107,沃华医药,3061.749846,129.7031904112908,3120.6904280000003,101.92506197320472,27429.52991,-58.94058199999999,-1.9250619732047174,0.0,0.0,0.0,0.0,-15007.4496,-490.1592342563965,2023Q1,2023
1271,002107,沃华医药,8635.650738,318.1217431698191,9187.556997,106.39102107929645,82107.936969,-206.242298,-2.3882658557792174,0.0,0.0,0.0,0.0,-345.663961,-4.002755223517238,2023Q3,2023
1274,002107,沃华医药,5433.142364,191.97025980402324,5852.030537,107.70986926047719,56403.415,-126.829295,-2.334363550647428,0.0,0.0,0.0,0.0,-32.53256,-0.5987798187575708,2023H1,2023
1276,002107,沃华医药,12307.113609999999,347.7858738122352,12924.686439,105.01801517862157,106565.26414,-262.213589,-2.130585589028296,0.0,0.0,27.74,0.0,-355.35924,-2.8874295895932667,2023FY,2023
1278,002107,沃华医药,5436.784458,77.57115151333626,5448.733032,100.21977281042322,25403.607388999997,-11.948574,-0.2197728104232305,0.0,0.0,0.0,0.0,5436.784458,100.0,2024Q1,2024
1279,002107,沃华医药,-8081.834258,-193.5868587463478,6663.75447,-82.45349084465225,65093.620482000006,-281.08284,3.4779584810436233,0.0,0.0,0.0,0.0,-14464.505888,178.97553236360864,2024Q3,2024
1282,002107,沃华医药,-9226.987595,-269.82782663929476,5458.410785,-59.157018786476435,45211.539523,-229.64983999999998,2.488892909365616,0.0,0.0,0.0,0.0,-14455.74854,156.6681258771108,2024H1,2024
1284,002107,沃华医药,-5673.9806340000005,-146.1032603890946,9150.975131000001,-161.27963278839772,86366.467225,-359.935591,6.343616840057054,0.0,0.0,0.0,0.0,-14465.020174000001,254.93601594834067,2024FY,2024
1285,002107,沃华医药,5883.791421,8.221899662441976,4816.666421,81.8633101746045,23409.825797999998,1459.125,24.79906059878665,0.0,0.0,0.0,0.0,-392.0,-6.662370773391153,2025Q1,2025
1287,002107,沃华医药,4963.701591,161.41800775098253,10870.125284,218.99232024159767,68952.310251,1492.359447,30.06545457337506,0.0,0.0,0.0,0.0,-7398.7831400000005,-149.05777481497276,2025Q3,2025
1290,002107,沃华医药,8587.377539,193.0680511985667,7529.143175,87.67686224119092,46461.734583,1502.232947,17.493500666269007,0.0,0.0,0.0,0.0,-443.998583,-5.170362907459914,2025H1,2025
1291,002728,特一药业,16715.64309,253.1553465116717,37165.816026,222.3415265921426,95021.848179,-10333.116127,-61.817042104600226,9026.437581999999,625.0,40517.659468,51700.0,-10117.056809,-60.524484487542374,2022FY,2022
1294,002728,特一药业,-3877.916187,66.81927144951041,2691.242214,-69.39918461935547,23385.035352000003,-1923.5255510000002,49.602040328985595,1350.0,0.0,5000.0,10980.0,-4645.63285,119.7971442903699,2023Q1,2023
1295,002728,特一药业,-3485.288449,13.592826892969875,7220.849781,-207.18083701427378,64332.73124,-7408.024751999999,212.55126685785538,1350.0,0.0,42500.0,68868.0,-3298.113478,94.62957015641835,2023Q3,2023
1298,002728,特一药业,-18892.635993,-36.055662152864194,5836.568212,-30.893350267069852,51350.24987,-4580.514922,24.244975257540286,3777.786474,0.0,27500.0,53880.0,-20148.689283,106.64837500952957,2023H1,2023
1299,002728,特一药业,4234.825247,-95.46217441401473,19855.770540999998,468.86871081790355,92501.550701,-8553.058785,-201.96958046991637,8604.653357,0.0,32910.090208,96588.401418,23571.882094,556.6199481477684,2023FY,2023
1301,002728,特一药业,-16466.1416,-324.61313772586703,-3937.649211,23.913611984242866,16307.90281,-4681.249192,28.4295453404822,0.0,0.0,18000.0,19000.0,-7847.243197,47.65684267527494,2024Q1,2024
1303,002728,特一药业,-26636.527404,-664.2560377360605,-3827.494842,14.369346213745663,46272.092903,-28973.999438,108.77543832402485,0.0,0.0,82000.0,48600.0,6164.9668759999995,-23.144784537770523,2024Q3,2024
1306,002728,特一药业,-35000.112501999996,-85.25796249378888,-4266.989326,12.191358887078357,33086.674051,-16860.773174,48.17348279390969,6265.530747999999,0.0,45034.84816,30600.0,-13872.350002000001,39.63515831901197,2024H1,2024
1307,002728,特一药业,-24385.392813,,-18855.693717,77.3237235159399,62066.808411,-42597.746636,174.68550522299108,11355.740372,0.0,78119.078826,80900.0,46890.478597,-192.2892075456025,2024FY,2024
1309,002728,特一药业,-12325.290696,25.1476697127395,8938.37558,-72.52060661661169,33409.786517,-6894.437948000001,55.93732527734615,0.0,0.0,16000.0,41700.0,-14369.228328,116.58328133926554,2025Q1,2025
1311,002728,特一药业,-11801.590632,55.69395945273348,19119.344751,-162.00650698015164,76328.77714800001,-15490.588591999998,131.25848095423075,5585.459688,0.0,42000.0,67700.0,-15430.346791,130.7480260259209,2025Q3,2025
1313,002728,特一药业,-1715.6231149999999,95.0982354273805,14620.633136000002,-852.2054178548418,57025.708516,-11194.566595999999,652.5073309005866,3744.5391990000003,0.0,31000.0,51700.0,-5141.689655,299.69808695425513,2025H1,2025
1315,002589,瑞康医药,-34908.983037,-82.79102640303029,277718.790374,-795.5510765800485,1462542.890402,59295.738401,-169.8581088373514,45628.6107,55090.639368,591054.9619069999,433945.865318,-146512.51048,419.6985925505522,2022FY,2022
1317,002589,瑞康医药,38128.500394,437.02609476943815,7559.06634,19.82523902563321,224282.96441500002,24771.23089,64.96775544284993,10233.02,0.0,225381.7802,183136.03721500002,5798.2031640000005,15.20700553151684,2023Q1,2023
1320,002589,瑞康医药,-5559.694272,-138.0954529137234,33249.504547000004,-598.0455564697642,677327.935638,43977.561096,-791.0068241968252,27818.181818,0.0,368478.136753,419295.231717,-82786.759915,1489.0523806665892,2023Q3,2023
1322,002589,瑞康医药,40796.840538,67.97995097110558,139468.956803,341.86215148962924,444254.55819799996,57612.575537,141.21822861095598,13328.52,0.0,280633.136753,364619.29908699996,-34683.796404,-85.01588835462385,2023H1,2023
1323,002589,瑞康医药,-1520.123664,95.64546563161458,8246.669206,-542.499890061576,865957.08041,57953.02875800001,-3812.3890924442585,29682.181818,1084.56,540565.365203,397372.62402800005,-67719.729188,4454.882901421631,2023FY,2023
1325,002589,瑞康医药,13080.615862999999,-65.69333771894581,-5408.454282,-41.347092053199304,209607.80808800002,7428.697187000001,56.79164700503828,1641.98,0.0,217028.0,274609.80665,11060.372958,84.55544504816103,2024Q1,2024
1327,002589,瑞康医药,14090.351043,353.4375156915103,1142.967097,8.111700648989997,652840.536388,26634.029522999997,189.0231793496133,5395.06,17438.118715,410992.684125,443919.08158,-13686.645577000001,-97.13487999860332,2024Q3,2024
1329,002589,瑞康医药,30075.971442000002,-26.27867490379334,-24903.362356999998,-82.80152282038465,404459.68981,25664.990353,85.33386993831154,5395.06,17205.0,253426.684125,295211.042054,3477.623573,11.562797164196082,2024H1,2024
1331,002589,瑞康医药,21794.745580000003,,292304.194777,1341.168189846793,861072.61762,20397.738024000002,93.5901635058224,11152.842913,21468.30304,271253.77435,296102.260221,-14647.480394,-67.20647570871986,2024FY,2024
1333,002589,瑞康医药,28331.901293,116.59455173773571,4302.614876,15.186467125886297,,64.348038,0.22712220169953282,1641.98,0.0,137114.845362,179351.102252,23964.938379,84.58641067241417,2025Q1,2025
1335,002589,瑞康医药,-20002.870394,-241.77945133906712,4057.6182689999996,-20.285180022048785,605081.344342,-12710.496835,63.543364450397085,9947.926573,0.0,218538.204677,325092.432648,-11349.991828,56.7418155716517,2025Q3,2025
1337,002589,瑞康医药,7818.709583,-73.97750822415503,6788.609854,86.82519515445725,392897.707176,-13563.226353999999,-173.47141762996466,7712.674395999999,17205.0,178805.36032100001,228932.941589,14593.326083000002,186.64622247550747,2025H1,2025
1339,002566,益盛药业,12356.886136,283.60491825441085,14585.617719,118.03635283574326,94434.064193,4713.77715,38.146965976056805,8153.0,12000.0,43000.0,40000.0,-2405.5442329999996,-19.467236377551416,2022FY,2022
1341,002566,益盛药业,9188.869127,591.2470544550908,8032.648085,87.41715627875652,30032.958537000002,-2255.857913,-24.549897074619636,0.0,0.0,19000.0,15000.0,3412.0789549999995,37.132740795863114,2023Q1,2023
1344,002566,益盛药业,10275.890078,46.17638659724955,16234.670231999999,157.9879709569622,76214.470304,-7005.397665,-68.1731471612186,10000.0,6000.0,52000.0,48000.0,1046.617511,10.185176204256395,2023Q3,2023
1346,002566,益盛药业,8365.700416,57.99064966181179,11627.946195,138.99548892237073,55076.723323,-6355.21505,-75.9675189640451,10000.0,6000.0,52000.0,48000.0,3092.969271,36.9720300416744,2023H1,2023
1347,002566,益盛药业,14446.976319,16.914376000526744,21307.473782,147.48742789851045,101563.870462,-7339.441676,-50.80261442906572,10357.0,6163.579264,52000.0,48000.0,873.4064390000001,6.045600267589115,2023FY,2023
1350,002566,益盛药业,7791.800319,-15.20392540900316,4277.495889,54.89740129209284,22227.605772,3950.550547,50.70138331659677,0.0,5000.0,14000.0,14000.0,-436.24611699999997,-5.59878460868961,2024Q1,2024
1351,002566,益盛药业,-37882.488806,-468.65408756273,4117.538885,-10.869240682908472,57013.363679999995,-35568.805883999994,93.89247381857984,44513.270832999995,10000.0,60000.0,60000.0,-6431.221807,16.976766864328603,2024Q3,2024
1353,002566,益盛药业,-36957.005389,-541.768214868382,-5558.363327,15.040080408285487,40445.648898,-35331.873793,95.6026426413767,44500.0,10466.059584999999,59000.0,59000.0,-6017.071221,16.28127376032188,2024H1,2024
1355,002566,益盛药业,-41625.379976,-388.12520389651513,5894.421132,-14.160642222121588,75216.853309,-37520.820074,90.13928544468168,51500.0,15000.0,60000.0,63010.0,-9998.980803,24.021356222490045,2024FY,2024
1358,002566,益盛药业,3886.533097,-50.12021692184743,2203.94812,56.70730352717746,17160.918791,-1729.239811,-44.49311939051268,12986.422916,11984.122687000001,21500.0,17500.0,3411.8247880000004,87.78581586333523,2025Q1,2025
1359,002566,益盛药业,3050.046495,108.05133609520641,4154.884403,136.2236415022257,51901.169096,-119.078953,-3.904168451045203,1303.58785,45000.0,34800.0,31000.0,-985.7589550000001,-32.319473051180495,2025Q3,2025
1361,002566,益盛药业,3050.096495,108.25309427237262,3334.894366,109.33733970275587,35142.194418,302.09356,9.904393532965914,886.0853369999999,45000.0,34800.0,31000.0,-586.891665,-19.241740907610204,2025H1,2025
1364,002864,盘龙药业,40413.9298,983.4214918592788,14318.030388,35.42845365164167,97570.638925,-12057.882206,-29.835955735242557,1000.0,0.0,14000.0,10300.0,31634.693115,78.27670625339682,2022FY,2022
1365,002864,盘龙药业,-2718.090691,-107.04644082470142,152.265983,-5.601946377439693,23361.625843,-1799.759751,66.214117025575,0.0,0.0,10000.0,10650.0,-1070.596923,39.3878293518647,2023Q1,2023
1367,002864,盘龙药业,27323.05688,-26.054755811975816,8225.86359,30.105941755079346,75460.641371,-4650.870149,-17.02177823450039,1000.0,0.0,12955.2,16232.43,23748.063438999998,86.91583647942103,2023Q3,2023
1370,002864,盘龙药业,-916.1412019999999,-102.69362871261633,7184.069992,-784.1662372914432,51131.282993,-2109.569623,230.2668648014807,1000.0,0.0,10500.0,12847.43,-4775.415659,521.2532356993589,2023H1,2023
1371,002864,盘龙药业,27856.888736,-31.07107159868427,10404.778427,37.350827386382534,102478.997126,-6240.950871,-22.40361775554173,261.0,500.0,13410.4,16687.903599,23693.06118,85.0527903691592,2023FY,2023
1373,002864,盘龙药业,6552.16572,341.05765645330337,6347.8364280000005,96.88149993861877,25633.402138999998,-4717.6845969999995,-72.00191201818382,0.0,0.0,15000.0,10000.0,4922.013889,75.12041207956504,2024Q1,2024
1376,002864,盘龙药业,6218.105228,-77.24227836105871,12834.893851,206.41165403899464,77882.932526,-7933.976173,-127.59475567048091,0.0,0.0,15000.0,10050.0,1317.18755,21.183101631486252,2024Q3,2024
1377,002864,盘龙药业,6269.814562,784.3720758669688,11115.758741,177.29007183673704,51055.16201,-6303.3380369999995,-100.53468048645615,0.0,0.0,15000.0,10000.0,1457.393858,23.244608649719105,2024H1,2024
1379,002864,盘龙药业,6736.233690000001,-75.8184277008127,15659.282276,232.46346544132433,104475.255562,-10350.761471,-153.65799269057126,20266.731702,500.0,15000.0,10050.0,1468.527509,21.80042404378046,2024FY,2024
1381,002864,盘龙药业,-367.627762,-105.61078241470364,2596.472612,-706.2776211117592,26998.438955,-2273.367235,618.3883454917096,0.0,0.0,5000.0,5050.0,-690.7331389999999,187.88927562004957,2025Q1,2025
1384,002864,盘龙药业,-474.552356,-107.63178393738177,8915.594833,-1878.7378716543553,86568.553967,-4780.803726,1007.4344096186513,4809.124143,0.0,5000.0,5100.0,-4609.343463,971.3034620357042,2025Q3,2025
1385,002864,盘龙药业,-260.92186200000003,-104.16155628559403,6262.089902000001,-2399.986668039338,55078.88186,-3107.452847,1190.9515067771513,3107.629838,0.0,5000.0,5050.0,-3415.5589170000003,1309.0351612621866,2025H1,2025
1388,301111,粤万年青,-27054.585243,-172.3717416107159,6987.988967,-25.829222308288923,32240.377393000002,-30466.800029,112.61233449100044,95900.0,64400.0,0.0,0.0,-3575.774181,13.216887817288503,2022FY,2022
1389,301111,粤万年青,-2724.691831,92.24617929228857,-2002.7562269999999,73.50395388622573,7548.522454999999,-696.647717,25.56794530206818,4000.0,5500.0,0.0,0.0,-25.287886999999998,0.9281008117060705,2023Q1,2023
1392,301111,粤万年青,-5436.970243,82.18945774775291,-1745.023402,32.09551136033319,18415.395104,-2006.204927,36.899317769541824,22200.0,23000.0,0.0,0.0,-1685.741914,31.005170870124992,2023Q3,2023
1393,301111,粤万年青,-7349.094779000001,87.76799576237465,-3771.0780259999997,51.313503763427235,12462.230972,-1977.4958530000001,26.908019456364666,11200.0,11500.0,0.0,0.0,-1650.2900300000001,22.455691205884225,2023H1,2023
1395,301111,粤万年青,-4918.867104999999,81.81873031569505,-1279.922382,26.020674164971165,25193.421218,-2045.4385280000001,41.58352897806131,30000.0,31003.0,0.0,0.0,-1708.7618100000002,34.738930195187706,2023FY,2023
1397,301111,粤万年青,-843.6512960000001,69.03681780077243,-6.844198,0.8112591105413295,6776.478190000001,-808.326789,95.81290194568727,5015.0,4500.0,0.0,0.0,-28.480309000000002,3.3758389437713845,2024Q1,2024
1399,301111,粤万年青,-1125.09615,79.30656046079079,-1234.117141,109.68992658982965,22371.122491,1470.027087,-130.65790750417196,11365.0,15500.0,0.0,0.0,-1361.006096,120.96798091434229,2024Q3,2024
1401,301111,粤万年青,-1588.279133,105.0956172079397,-3521.996428,221.7492098726704,14924.200999,3534.2021659999996,-222.51769809028897,11114.644206,15200.0,0.0,0.0,-1600.484871,100.76848821761861,2024H1,2024
1403,301111,粤万年青,6055.106017,223.09960581868577,320.854356,5.298905669020263,27998.917292000002,7213.153661,119.12514233027012,31390.0,41100.0,0.0,0.0,-1478.902,-24.424047999290384,2024FY,2024
1405,301111,粤万年青,-5416.7582170000005,-542.0612689961422,-1592.141926,29.39289261616308,7028.405833,-4202.666599,77.58637972450599,9065.0,5000.0,0.0,0.0,378.05030800000003,-6.979272340669068,2025Q1,2025
1408,301111,粤万年青,-1751.2792399999998,-55.655962381526216,-182.04511399999998,10.394979272408895,23921.72062,-1058.4071390000001,60.436229404512346,11653.0,10800.0,0.0,0.0,-510.82698700000003,29.168791323078786,2025Q3,2025
1409,301111,粤万年青,-5616.556836,,-602.591222,10.728836894120233,16230.829305000001,-4574.713479,81.45049738796945,10015.0,6000.0,0.0,0.0,-439.25213499999995,7.820665717910309,2025H1,2025
1412,002349,精华制药,28902.810592,387.65076677960445,35838.989167,123.9982840178175,158986.70140999998,10858.687365,37.569658945229264,53100.0,62209.645915999994,8552.480555,16390.0,-18204.561407,-62.98543648221822,2022FY,2022
1413,002349,精华制药,-1293.767699,74.54459078388975,-531.815098,41.105918659977306,32659.812474000002,-554.810256,42.88329786165113,5000.0,5190.0,600.0,6750.0,-23.337222,1.8038185694416535,2023Q1,2023
1415,002349,精华制药,-9185.232407,-210.2617659684018,19594.218247,-213.3230535578761,106966.273004,-19805.359996,215.62176239445478,33500.0,15590.0,1600.0,1600.0,-9265.939858,100.87866531214272,2023Q3,2023
1418,002349,精华制药,-18743.171037,-107.23893094071948,9976.331202,-53.226485434648175,71821.027468,-18658.970002000002,99.55076419655042,22500.0,5190.0,500.0,1600.0,-10347.318414,55.20580478924219,2023H1,2023
1419,002349,精华制药,-1322.016954,-104.57400829511687,29130.972138,-2203.5248526774944,149019.408231,-21236.686246,1606.3853176575828,62700.0,43590.0,2090.0,2100.0,-9416.004402,712.2453591468844,2023FY,2023
1422,002349,精华制药,-3120.2085420000003,-141.172240148809,3091.995881,-99.09580848138066,33909.097728,-6264.559174,200.77373321927143,6000.0,1000.0,0.0,0.0,-35.236899,1.1293123047927351,2024Q1,2024
1424,002349,精华制药,38272.499002,516.6742582673554,18285.016768,47.775863204136435,100508.16433099999,30307.33474,79.18828278868395,38000.0,65613.78291000001,1000.0,1600.0,-10268.854742,-26.830896883590967,2024Q3,2024
1425,002349,精华制药,7904.599553,142.17322425002635,9683.057806,122.49903035663621,66747.888095,7035.036193999999,88.99927373714992,24000.0,32500.0,1000.0,500.0,-8949.814997,-113.22287659219008,2024H1,2024
1427,002349,精华制药,9932.130661,851.2861791180933,31101.844924,313.1437350711269,139163.51156400001,-10580.895949,-106.53198503063874,66500.0,88547.33161000001,1000.0,2090.0,-10802.157922,-108.75972427966833,2024FY,2024
1429,002349,精华制药,-2581.695627,17.25887573703079,6160.125272,-238.6077277110405,35625.941875,-8689.949042,336.5985111148813,35700.0,27500.0,0.0,0.0,-46.995998,1.820353937486063,2025Q1,2025
1431,002349,精华制药,-29203.442349,-176.30398617940764,22455.970016,-76.8949418621156,109055.373846,-47649.61885,163.16439096650413,123370.0,87800.0,20.0,1000.0,-3869.5212590000006,13.25022308245967,2025Q3,2025
1433,002349,精华制药,-22405.109892,-383.4439586948675,12768.633304,-56.98982672055175,71273.655148,-31249.858925,139.47648137248422,901.761045,68100.0,1000.0,1000.0,-3880.5962590000004,17.32013936867862,2025H1,2025
1435,300026,红日药业,-11078.372873999999,-153.2990694267794,74534.564812,-672.7934296824969,737543.5352899999,-72844.37271,657.5367478464239,905.062019,4377.236728,84338.804404,74523.0,-15059.794261000001,135.93868370637767,2022FY,2022
1437,300026,红日药业,11296.719684,206.7922398031175,35856.987810000006,317.41061841859903,197280.152136,-6632.736825999999,-58.713830311238155,910.062019,1128.7521800000002,16088.455078,31196.172362,-17646.974486000003,-156.21326349271217,2023Q1,2023
1439,300026,红日药业,36396.3852,207.8726693439251,99259.000178,272.71664378912004,563924.254932,-15524.191635,-42.65311390044306,312.5,4275.004845,44192.42011,70817.500744,-48060.829400999995,-132.04835902495066,2023Q3,2023
1442,300026,红日药业,-3026.086992,84.54171607453127,46826.229676,-1547.4184912658982,379552.138831,-11267.066152,372.3312046807146,11277.029616,2450.005431,39253.625737,62380.500744000004,-39417.514881,1302.5902753360108,2023H1,2023
1443,300026,红日药业,36416.758996,428.71938334434515,153009.440476,420.16215801303593,711966.701556,-40291.685299000004,-110.64050291632385,312.5,4377.236728,43919.815886000004,98560.68833799999,-76849.517314,-211.02788779869485,2023FY,2023
1446,300026,红日药业,5184.122334000001,-54.10948948886036,13762.313148,265.47045500334826,144332.23315,-4857.525214,-93.70004990318192,0.0,0.0,1069.404417,2551.2,-3702.04393,-71.41119926357045,2024Q1,2024
1448,300026,红日药业,-50505.85825,-238.76613837464276,50512.539274,-100.01322821595653,470075.70753599994,-16018.525152000002,31.716172553111704,5000.0,2.847575,3607.58725,70867.18,-85011.15764199999,168.31940014008177,2024Q3,2024
1450,300026,红日药业,9034.195972,398.54382890787696,35473.713488,392.66043816123675,301583.127195,-8029.663001999999,-88.88077065061036,0.0,0.0,3295.0350280000002,8989.156636,-18552.917191999997,-205.36323597032546,2024H1,2024
1451,300026,红日药业,-27437.420758999997,-175.34284081132455,85224.48316599999,-310.6140475614667,623441.369777,-17026.480873,62.055690374668295,312.5,679.119901,5651.175638000001,81467.212741,-96064.03683099999,350.120507589946,2024FY,2024
1453,300026,红日药业,-10274.060931,-298.18322695854806,10395.22951,-101.17936402960584,143167.579624,-4286.2870219999995,41.71950167306244,0.0,4.377136,143.992009,14790.273081,-16440.348718,160.01801846818347,2025Q1,2025
1455,300026,红日药业,11301.940078,122.37748346351485,53683.663649,474.9951183469724,446259.676216,-9336.475189,-82.60949115430269,5000.0,66.109133,5125.996906,22812.796239,-32975.833499,-291.7714416411543,2025Q3,2025
1457,300026,红日药业,2631.8204100000003,-70.86823865502924,38353.300153,1457.2916908490724,299741.980278,-7266.292436,-276.0937793623996,0.0,4.377136,5110.882934,20643.936239,-28560.989437,-1085.218023558074,2025H1,2025
1460,300878,维康药业,-8743.183454,68.33047072694549,5700.6680590000005,-65.20128611040352,43346.84207,-27685.069298000002,316.6474710688371,997.206,1775.9233,8000.0,5000.0,13241.217784999999,-151.44618495843355,2022Q3,2022
1461,300878,维康药业,-11851.08686,62.26455636410554,14656.815027,-123.67485953098483,56837.279237,-44381.985152999994,374.4971720931256,24844.324368999998,1984.2903,28880.605667000003,5100.0,17874.083266,-150.82231256214084,2022FY,2022
1463,300878,维康药业,5018.285878,158.1813974618852,1348.661308,26.87493978596331,13465.790657,-5015.89884,-99.95243320013982,4957.79484,0.0,8824.0496,0.0,8685.52341,173.0774934141765,2023Q1,2023
1465,300878,维康药业,3334.6193949999997,138.13964801887363,2698.26153,80.91662676843515,38634.349053,-11233.234312999999,-336.8670598462707,12299.569908,220.4767,34971.885653,23000.0,11869.592178,355.9504330778356,2023Q3,2023
1468,300878,维康药业,27768.845809,461.6229528343771,15722.344505000001,56.61864599321705,28428.247219999997,16034.574630000001,57.74303599180607,9131.760965000001,220.4767,12172.1996,5000.0,6941.684520000001,24.99810243373591,2023H1,2023
1469,300878,维康药业,16517.456137,239.37503228290407,5828.913640999999,35.28941498408411,54442.534591999996,-5202.934386999999,-31.499610738152,13928.542765,220.4767,37703.659983,26000.0,25773.508851,156.03800389859026,2023FY,2023
1475,300878,维康药业,-10400.881376000001,-307.25964261217405,-1643.947659,15.805849519574405,12756.567579999999,15356.103171,-147.64232583629072,3740.8436030000003,1000.0,2201.212,26185.0,-24113.036888,231.8364763167163,2024Q1,2024
1477,300878,维康药业,-311.00356800000003,-109.32650870040297,-3522.8627079999997,1132.7402867609542,34549.762107999995,21359.927364,-6868.065051909629,9683.531823000001,24100.0,18126.212,26200.0,-18148.068224000002,5835.324765148675,2024Q3,2024
1480,300878,维康药业,-747.851726,-102.69313219261574,-13587.582656999999,1816.8819011323642,24335.658413,19287.289318,-2579.025847966018,0.0,24100.0,18126.212,26184.013194,-18046.412281,2413.1003049928113,2024H1,2024
1481,300878,维康药业,-7297.299448000001,-144.17931785302974,-2717.3007350000003,37.23707317156543,40562.410444,18829.008280000002,-258.0270744564353,12692.332116,24100.0,18901.3455,31695.0,-23409.006993,320.7900012848698,2024FY,2024
1483,300878,维康药业,619.815029,105.9592548611334,-648.8555709999999,-104.68535621778219,5847.321671,1399.135731,225.73439906053005,2137.655804,1000.0,1100.0,1000.0,-130.465131,-21.049042842747852,2025Q1,2025
1485,300878,维康药业,935.0950630000001,400.6702042080752,4298.146828,459.6481147286305,15951.387168000001,595.921276,63.728416455129974,2871.6102920000003,24100.0,1100.0,2526.1335,-3958.9730409999997,-423.37653118376045,2025Q3,2025
